NGO_name,CCReg,Contact_no,Contact,Address,longitude,latitude
The Spastics Society of Tamilnadu,242,"22541651 , 29542377 ",L V Jayashree ,"CSIR Taramani Road, Chennai, Tamil Nadu 600113",80.24218,12.98622
THE YOGA INSTITUTE,11506,26110506 ,Prema Parab ,"The Yoga Institute, Shri Yogendra Marg, Prabhat Colony, Santacruz (East), Mumbai, Maharashtra 400055",72.84495,19.08349
Thendral Movement,1202,9443037394 ,P. Arockia Raymond ,"Thiru Nagar, Bharathi Nagar Extension, Ranipet, Vellore, Tamil Nadu 632403",79.3409,12.92936
THINKSHARP FOUNDATION,5329,9892742011 ,Santosh phad ,"Dream Complex, LBS ROad, Bhandup (W) Mumbai, Maharashtra 400078",72.93632,19.14645
THIRD PLANET FOUNDATION,12440,9811342299 ,,"Centrum Mall, Sultanpur, MG Road, Grover Furniture, New Delhi 110030",77.16102,28.49324
Thirumalai Charity Trust,12302,7358050560 ,,"Thirumalai Mission Hospital, Vanapadi Road, Ranipet, Vellore, Tamil Nadu 632404",79.32589,12.95683
Thozhan,12255,"9941142188 , 9445982844 ",Ganesh. J ,"Manju Garden, Pillaiyar Kovil Street, Nesapakkam, Chennai, Tamil Nadu 600078",80.19118,13.03732
Touching Lives Welfare Trust,4729,8104638406 ,Ankit Kanani ,"Carolyn bungalow, JBCN International school, Navagaon, Dahisar (W), Mumbai, Maharashtra 400068",72.8549,19.24826
Towards Future,769,9831630412 ,,"Dumdum Park, Keshab Apartment, Kolkata, West Bengal 700055",88.4186,22.61102
TRINAYANI,11408,"9769357390 , 28697390 ",,"Raj Arcade, Axis Bank, 90 Feet Road, Mahavir Nagar, Kandivali West, Mumbai, Maharashtra 400067",72.84082,19.21335
TRINITY CARE FOUNDATION,10069,9880396666 ,Binu Varghese ,"4th Main, Viveknagar Extension, Bengaluru, Karnataka 560047",77.62495,12.95202
"Trinity Foundation, West Bengal",11783,9733189550 ,,"Trinity Foundation, Champasari Road, Pradhan Nagar, Siliguri, Darjeeling, West Bengal 734003",88.41704,26.73567
Tropical Institute of Ecological Sciences,10769,"9633723305 , 2957050 ",Anoopa Mathews ,"Ecological Research Campus, K.K.Road, Velloor, Kottayam, Kerala 686501",76.61041,9.59897
Turning Opportunities for Upliftment and Child Help,2297,"9819453873 , 28982244 ",ASHA TAMBE ,"Anandrao Pawar School, L.T.Road, Vazira Naka, Borivali-West, Mumbai, Maharashtra 400091",72.84103,19.23003
"Turning Point Foundation, Nature Care and Drug
Rehabilitation Centre",498,9810790632 ,,"Dayal Market, Narela Road, Alipur, North West Delhi, Delhi 110036",77.13287,28.79724
Turnstone Global,2660,"9831042144 , 25460034 ",,"Om Tower, B.T. Road, Kolkata, West Bengal 700002",88.37762,22.61305
Tushita Retreat Public Charitable Society,13064,8988297623 ,,"Dharamkot, McLeod Ganj, Kangra, Himachal Pradesh 176219",76.32581,32.24631
Udaan India Foundation,3378,"9967885468 , 9987280883 ",Sushree Mishra ,"Shree Ganesh Nagar, Panchkutir, Powai, Mumbai, Maharashtra 400076",72.91122,19.12344
Udaan Welfare Foundation,3553,9819033773 ,,"FIONA, Hiranandani, Ghodbunder Road, Thane West, Thane, Maharashtra 400607",72.97599,19.24459
UDAYAM CHARITABLE TRUST,11101,2427370 ,,"NGO Cooperative Nagar, Trichy Road, Seelapdi-Po, Saviorit Semia, Dindigul, Tamil Nadu 624005",78.02497,10.44616
UMA EDUCATIONAL AND TECHNICAL SOCIETY,500,"2307097 , 2306439 ",K Narayana Reddy ,"Manovikas Nagar, Vakalapudi Panchayat, Rayudupalem, Kakinada, East Godavari, Andhra Pradesh 533005",82.26386,17.00375
Umang Foundation,6299,"25900222 , 9819940222 ",Pooja Agarwal ,"Nirmal Lifestyles, Lbs Marg, Mulund (W), Mumbai, Maharashtra 400080",72.93812,19.16595
Ummeed Foundation,6093,"9029320222 , 9769360339 ",Aman Niyaz ,"TMC School, Haji Yasin Surme, Shimla Park, Kausa, Thane, Maharashtra 400612",73.02505,19.16822
Unified Action Council,5673,"9437304022 , 2557151 ",,"GA Colony, Bharatpur, Bhubaneshwar, Khordha, Odisha 751029",85.77923,20.30571
United Way of Baroda,12437,"9537707322 , 2358091 ",Mrs. Nilam Acharya ,"Sidcup Tower, Race Course Circle, Marble Arch, Vadodara, Gujarat 390007",73.1645,22.31313
UNITED WORLD AGAINST DIABETES,12012,7276161511 ,,"Silver plaza, Fatima Nagar, pune, Maharashtra 411013",73.9013,18.50467
Universal Versatile Society,973,"9325044140 , 7350234754 ",Narayan Vitthalrao Solanke ,"Nagthana, Washim, Maharashtra 444510",77.05395,20.07962
UNIVERSE SIMPLIFIED FOUNDATION,11093,9820326007 ,,"Akanksha, Kalyan Complex, Versova, Andheri West, Mumbai, Maharashtra 400061",72.81109,19.13872
"UNNATI INSTITUTE FOR SOCIAL AND EDUCATIONAL
CHANGE",9804,9892103371 ,,"Nisargkrupa Building, Suyog Mangalkaryalay, Tilak Nagar, Dombivali (E), Thane, Maharashtra 421201",73.09389,19.2136
URBAN HEALTH RESOURCE CENTRE,2278,"26199771 , 26199771 ",,"Humayun Pur, Safdarjung Enclave, New Delhi 110029",77.19443,28.56164
Urja Trust,9706,"9819806266 , 7045991986 ",Ankita Kohirkar ,"Lattif Villa Compound, Ranjit Studio, Dada Saheb Phalke Marg, Dadar East, Mumbai, Maharashtra 400014",72.84227,19.01263
URJAVYA FOUNDATION,12490,7483118485 ,,"3A Cross, Temple Road, Shirdi Sai Nagar, Munnekolala, Bengaluru, Karnataka 560037",77.7141,12.94842
Utkal Sevak Samaj,805,"2444984 , 2443821 ",,"Mahanadivihar, Nayabazar, Cuttack, Odisha 753004",85.91718,20.46238
Utkalmani Yubak Sangha,11458,"9556395700 , 8458007858 ",,"Deuli, Badapara, Pattamaundai, Kendrapara, Odisha 754245",86.65305,20.54745
V Care Foundation,3421,"24141856 , 24141856 ",Jyoti Patil Shah ,"Om Residency, Tata Memorial Hospital, Bhoiwada Court, Parel East, Mumbai, Maharashtra 400012",72.84115,19.00027
VAILANKANNI HELPING HANDS CHARITABLE TRUST,12818,9884154218 ,,"Venkateswara Nagar, East phase, Kodungiyur, Chennai, Tamil Nadu 600118",80.25045,13.14091
Vaishnavi Welfare and Charitable Trust,9299,9884276336 ,Deepa Jagan ,"Sangath Apartments, MGR Nagar, AGS Colony, Velachery, Chennai, Tamil Nadu 600042",80.21305,12.9785
VALLALAR EDUCATIONAL TRUST,2461,"235485 , 235485 ",,"Gingee Main Road, Kanjanur, Viluppuram, Tamil Nadu 605203",79.46005,12.07578
Vanavil Trust,6214,"9442549411 , 245417 ",Dinesh Sundaramurthy ,"Keezhakarayiruppu , Sikkal Post, Nagapattinam, Tamil Nadu 611008",79.84062,10.7769
VASANTHARATNA FOUNDATION FOR ARTS,5916,9886650997 ,LAKSHMI SUBRAMANIAN ,"Lower Palace Orchards, Sankey Road, Sadashivnagar, Bengaluru Karnataka 560003",77.584,13.00216
Vatsalya Society,1140,"6656172 , 9829013718 ",Manju Kanwar ,"Mangal Marg, Bapu Nagar, Jaipur, Rajasthan 302015",75.80404,26.88851
VESSO Trust,12953,9908749247 ,Bangaru Srinivas ,"Sai Residency, Krishna Nagar, Bholakpur, Secunderabad, Hyderabad, Telangana 500080",78.50035,17.42416
Vidya Bharati Foundation,1317,"9824441408 , 26930108 ",Sajid Kureshi ,"Uday Raw House, Mohankrupa Society, Vejalpur Railway Track, Satellite, Ahmedabad, Gujarat 380015",72.51896,23.02086
Vidya Poshak,217,"2747357 , 9845038017 ",Venkatesan N ,"Nagarkar Colony, Mahishi Road, Malmaddi, Dharwad, Karnataka 580007",74.88355,15.43029
Vidya Sagar,138,"22354784 , 22354980 ",Shankari Nair ,"Ranjith Road, Kotturpuram, Chennai, Tamil Nadu 600085",80.23921,13.01965
Vidyadaan Sahayyak Mandal Thane,8764,9323959433 ,Karan Pardesi ,"Khopat, Thane (W), Maharashtra 400602",72.9711,19.19803
VIDYARANYA,509,"22862622 , 9343207349 ",D Baskaran ,"Mandur, Virgonagar, Bengaluru Karnataka 560049",77.71469,13.02382
Vijay Krida Mandal,708,"25959812 , 25949395 ",Gautami Gosavi ,"Sai Hill, T. P. Road, Bhandup (W), Mumbai, Maharashtra 400078",72.92604,19.14953
"Vishala Grameena Mahilayara Mathu Makkala
Abhivrudhi Samsthe",12716,278027 ,M.K.Shiekh ,"Vishala, Laxmi Temple, Venkateshnagar, Bijapur, Karnataka 586101",75.74815,16.84253
"VISHWAS DYAN PRABODHINI & RESEARCH
INSTITUTE",8372,"2305605 , 2305605 ",Sachin Hande ,"Neeraj Heights, Thakur Residency, Sawarkar Nagar, Gangapur Road, Nashik, Maharashtra 422013",73.76225,20.01624
"VISHWAS VISION FOR HEALTH WELFARE AND
SPECIAL NEEDS",1078,2580323 ,Shobha Rustagi ,"VISHWAS, Sector 46, Arya Samaj Road, Jal Vihar, Unitech Cyber park, Gurugram Haryana 122002",77.09722,28.48127
Vivekananda Youth Forum,5330,9833302122 ,Jayshree ,"Firdaus, Juhu, Mumbai, Maharashtra 400056",72.82872,19.10491
Voice of People,10335,9051641007 ,,"Spandan, Nutandiyarah, Nayabad Rajpur, Sonarpur Municipality, Kolkata, South 24 Parganas, West Bengal 700150",88.44489,22.4641
"VOLUNTARY INTEGRATION FOR EDUCATION AND
WELFARE OF SOCIETY",3436,9937381255 ,,"Markandi, Gopalpur Ganjam, Odisha 761002",84.89002,19.27283
VOYAGE EDUCARE FOUNDATION,12430,9833962072 ,,"Asmita Ankur, Mira Nursing Home Lane, Naya Nagar Road East, Road, Thane, Maharashtra 401107",72.85657,19.2924
We Can Learning Resource Institute,10888,9831216636 ,Dhruv Sharma ,"Kiran Apartment, Ballygunge Circular Road, Kolkata, West Bengal 700019",88.36104,22.52765
WHAKAPAPA FOUNDATION,13277,7904599095 ,J L Abinaya ,"Whakapapa Foundation, Barnaby Road, Kilpauk, Chennai, Tamil Nadu 600010",80.24036,13.08366
WILDLIFE CONSERVATION FOUNDATION,10263,4033300 ,,"Hebbal Industrial Area, Phase-1, Mysore, Karnataka 570018",76.60284,12.37089
Winner With You,11205,9486820007 ,P. K. Singh ,"Bela Bel Taul, Harli, Barkagaon, Hazaribag, Jharkhand 825311",85.26009,23.8362
WINTER OF LIFE SOCIETY,11533,"9310369389 , 42509389 ",SANTOSH KUMAR SHARMA ,"ODEON PLAZA II, SECTOR 10, DWARKA, NEW DELHI, South West Delhi 110075",77.05752,28.59087
WinVinaya Foundation,12510,9676433359 ,Seethalakshmi Kuppuraj ,"Brindavan, 3rd cross, Saraswathi Puram, Bengaluru Karnataka 560076",77.60496,12.88504
"Women Organisation for Rural Development
(WORD)",3596,9437251373 ,,"Khajuria, Akul, Sirigida, Keonjhar, Odisha 758076",85.4162,21.26836
WOMENITE,10431,9717973658 ,,"Mianwali Nagar, New Delhi, West Delhi 110087",77.08955,28.67981
"Womens Education and Economic Development
Society",1373,"9003052052 , 9952028724 ",P. Arul Doss ,"Sri Kamatchi Avenue, Melmanagar, Mangadu, Chennai, Tamil Nadu 600122",80.10911,13.03019
Women'S India Trust,896,"24462768 , 24469907 ",Shyamla Nath ,"New Udyog Mandir, Moghul Lane, Mumbai, Maharashtra 400016",72.84668,19.03691
WORD Women's Organisation in Rural Development,954,"9443420753 , 291101 ",M. Rajmohan ,"Kavin Harsha Complex, Namakkal, Tamil Nadu 637001",78.15938,11.2295
WORLD GREEN LINE,12278,9334487733 ,,"City Center, Sector 4, bokaro Steel City, Bokaro, Jharkhand 827004",86.1471,23.66575
WWH (WE WILL HELP) CHARITABLE FOUNDATION,5687,9833894438 ,VARSHA KULKARNI ,"Aarohi CHS, Tata Bungalow, Bhawani Nagar, Marol Maroshi Road, Andheri East, Mumbai, Maharashtra 400059",72.87692,19.1205
Yash Charitable Trust,9551,"9892418057 , 7738060290 ",Ashaita Mahajan ,"Fiona, Juhu Tara Road, Mumbai, Maharashtra 400049",72.82703,19.1122
Yerala Projects Society,1176,"2671318 , 9423035953 ",Arun Khandagale ,"Tata Petrol Pump, Sangli-Miraj Road, Vishrambag, Sangli, Maharashtra 416415",74.59877,16.84757
Yes I Can Foundation,12169,8108559656 ,,"Nakshtra CHS, Sector 1, Navi Mumbai, Thane, Maharashtra 400705",73.00447,19.06365
You Can Free. us India Trust,10533,"9920987990 , 9582417775 ",,"Saraswat Colony, Talmakki Road, Santacruz West, Mumbai, Maharashtra 400054",72.8327,19.08067
Youth Association for Voluntary Action and Rural Dev,2563,9438142338 ,,"Sukhapali, Sundargarh, Odisha 770040",84.9371,21.88036
Youth for Social development,1567,"8114397760 , 9937190060 ",Birajini Devi ,"Govinda Vihar, Ruby Eye Hospital, Lochapada, Berhampur, Ganjam, Odisha 760001",84.79745,19.31249
"YOUTH OF KODAGANALLUR ENDEAVOUR (YOKE)
SOCIETY",10633,"9442156320 , 8489465020 ",R Vasudevan ,"Agraharam Street, Kodaganallur, Tirunelveli, Tamil Nadu 627010",77.59145,8.7115
YUVA PAHAL SANSTHAN,12633,9694081225 ,Raaj Kumar ,"Rsm School, Parihar Nagar, 80 Feet Road, Bhadwasiya, Jodhpur, Rajasthan 342007",73.06074,26.3172
ZARIYA WELFARE FOUNDATION,12336,9993164658 ,,"Bangla Street, Mandi, Himachal Pradesh 175001",76.9347,31.71115
"(VICAS) VOLUNTARY INSTITUTE FOR COMMUNITY
APPLIED SCIENCE",7495,9450961953 ,,"ADA, NAINI, Allahabad, Uttar Pradesh 211008",81.87353,25.40376
`Sahaj' (An Organisation for Women's Development),6485,"245215 , 245215 ",Vijayprakash Jani ,"Desai Automobile Compound, Garbada Road, Padav, Dahod, Gujarat 389151",74.26154,22.82913
A Giggles Welfare Organisation,6085,"9350644483 , 41010774 ",Anshul Bhardwaj ,"Block C, South Extension, New Delhi 110049",77.21528,28.56217
A New Friends Club,9383,9031313636 ,,"VPO Nidana Jind, BSNL Exchange, Nidana, Haryana 126114",76.34862,29.23772
"AADARANA-The Home for Orphaned and Needy
Students",11327,"8008005535 , 9704292814 ",Anil Kumar Salluri ,"Krishna Nagar Colony, Saroor Nagar, Sri Sai Function Hall, Hyderabad, Rangareddy, Telangana 500074",78.53896,17.34324
AAJEEVIKA EDUCATIONAL TRAINING FOUNDATION,7209,9300107986 ,,"MAHAKAUSHAL NAGAR, ADHARTAL, JABALPUR, Madhya Pradesh 482004",79.93952,23.20098
AAKANKSHA-VISION FOR A BETTER SOCIETY,12006,"8639314749 , 9908001054 ",Battula Gayatri ,"Bangaraiah Kottala, Vasanthapeta, Proddutur, Kadapa , Cuddapah, Andhra Pradesh 516360",78.53372,14.80344
AANANDAM TRUST,8793,9910445519 ,,"Yusuf Sarai, Delhi, South Delhi 110016",77.20782,28.55961
AAPKA SHARA FOUNDATION,12463,"7977196186 , 9820016664 ",Eshanika Mehta ,"Indradarshan Phase 2, Tarapore Gardens, Andheri West, Mumbai, Maharashtra 400053",72.82813,19.13485
Aarambh,1170,"27680965 , 27680965 ",Suchaita Tenneti ,"Gyan Vikas Kendra, Opp Turbhe Railway station, Thane, Maharashtra 400703",73.01471,19.07655
Aarjava Welfare Society,9959,"8334011163 , 8334011160 ",Bhaskar Chatterjee ,"Uday Shankar Sarani, Golfgreen, Kolkata, West Bengal 700095",88.36048,22.49148
AAROGYAA FOUNDATION FOR HEALTH PROMOTION AND COMMUNITY BASED REHABILITATION,8559,9934691872 ,,"Lic Office, Hospital Road, Sitamarhi, Bihar 843302",85.4413,26.56588
AAS Samiti,4654,"2571573 , 4089521 ",,"Hare Krishna VIhar Colony, Nepania, Indore, Madhya Pradesh 452010",75.93274,22.75299
AASARA MULTIPURPOSE SOCIETY,11695,8550990807 ,,"Raza residency, Pawa Buddha Vihar, Borgaon, Nagpur, Maharashtra 440013",79.03382,21.19288
AASHALATA VICTORIA WILKINSON MEMORIAL CHARITABLE TRUST,2374,"9910002002 , 9910102002 ",Rajeev Rockwell ,"DDA Flats Saket, New Delhi 110017",77.22929,28.53471
Aashray Society,9396,"4213440 , 4213440 ",Anil Dutt Tewari ,"ATS Greens, Sector 93A, Noida, Gautam Buddha Nagar, Uttar Pradesh 201304",77.38181,28.51688
AASRA CHARITABLE TRUST,12539,9024687560 ,,"Lakkar Mandi, Sri Karanpur, Ganganagar, Rajasthan 335073",73.45519,29.84042
ABHAYA KSHETHRAM CHARITABLE TRUST,5239,9291225514 ,Dr.S.A.THASLEEM SULTHANA ,"BISMILLA NAGAR, RENIGUNTA CHITTOOR, Andhra Pradesh 517520",79.4975,13.63238
ABHINAV,6072,"8057901700 , 2660084 ",,"Vishnu Vihar, Jansath Road, Muzaffarnagar, Uttar Pradesh 251001",77.70761,29.46357
ABHIVRUDDI SOCIETY FOR SOCIAL DEVELOPMENT,12698,2280404 ,Joyce Pereira ,"2nd Cross, TUDA Layout, Manjunathanagara, Kyathasandra, Tumkur, Karnataka 572104",77.14776,13.31205
"Academicians Association for Liberation, Peace and
Education",11042,2424686 ,,"Akasapu Krupa Nilayam, Luthergiri, Municipal Colony, Rajahmundry, East Godavari, Andhra Pradesh 533105",81.77959,17.03061
ACE Social Foundation,9183,9966614410 ,Rosheena Ismail ,"NCR Subbamma Towers, Uma Nagar, Begumpet, Secunderabad, Hyderabad, Telangana 500016",78.45832,17.437
"ACT TO RISE FOR INNOVATION IN SPECIAL
EDUCATION (ARISE)",12194,"2184602215 , 9216303265 ",,"Sector 35D, Chandigarh 160035",76.7586,30.72023
"ACTION FOR EXCELLENCE IN CHILDREN AND
WOMEN FOUNDATION",8670,7042998570 ,,"Triveni Apartments, Sheikh Sarai Phase 1, Apeejay School, New Delhi 110017",77.2236,28.53635
"Active Society for Integrated Development &
Management",5529,"2689112 , 9754026680 ",Dinesh Parsai ,"K Sector, Ayodhya Nagar, Bhopal, Madhya Pradesh 462041",77.46576,23.27729
ACTS MINISTRIES,4479,"9733061157 , 9475301035 ",Sr. Hannah Murmu ,"Saldanga, Singai Jamuna, Keshiary, West Medinipur, Bengal 721133",87.23446,22.11674
Adarsh Charitable Trust,309,3260691 ,S.Aswinkumar ,"X/584 B Opp.Agasthya Ashram, Puthiya Road, Ernakulam, Kerala 682305 ",76.32247,10.06633
Adarsh Samaj Sahayog Samiti,11735,9873342449 ,,"H. No. 909, Sector-9, Near Snt. anthony School, Faridabad-121006, Faridabad, Haryana 121006 ",77.33398,28.37585
Adarsh Seva Samiti,11091,,,"H-724, first , Palam Extension, Sector-7, Dwarka, New Delhi 110077 ",77.06796,28.58519
Adarsh Shaikshanik Va Bahuuddeshiya Sanstha,12100,9422986608 ,,"At Shipur, Miraj, Sangli, Maharashtra 416410 ",74.65019,16.8153
Adarsh Shiksha Samiti,6076,"294576 , 2471747 ",Narayan Sen ,"Patelwada, Salumber, Udaipur, Rajasthan 313027",74.11695,24.15303
"Adi Sanatan Institute of Bioforce Improvement and
Research (A.I.V.I Research)",11863,9308321870 ,,"Maharaja hata, Bhojpur, Bihar 802301",84.37975,25.63259
Aditya Nagraj Charitable Trust,846,"270176 , 9421188988 ",Balaji Ippar (Dr) ,"Loha road, Palam, Parbhani, Maharashtra 431720",76.99953,19.02568
"ADITYA NIRMAL SOCIETY FOR WORKS IN EARTHLY
REFORMERS",2056,"4037041 , 9977536342 ",,"Orbit Mall, AB Road Indore, Madhya Pradesh 452010",75.89394,22.74538
ADIWASI SANRACHANA SEVA SANSTHAN,12261,"9685738928 , 9399384356 ",Vinit Goswami ,"Barbatpur, Shahpur Betul, Shahpur, Madhya Pradesh 460440",77.91698,22.19861
Adiwasi Vanwasi Sewa Kendra,12752,9555320020 ,,"Chawani Mohalla, Bhabhua, Kaimur, Bihar 821101",83.62003,25.07006
AGAM FOUNDATION,9796,7200072198 ,Balachandar.B ,"sakthi complex nanjundapuram road, ramanathapuram, Coimbatore, Tamil Nadu 641045",76.99652,10.99491
AGNESH MULTI PURPOSE DEVELOPMENT SOCIETY,11061,9441217971 ,,"Pathalapalli, Ananthasagar Mandal, Sri Potti Sriramulu Nellore, Andhra Pradesh 524301",79.31624,14.54344
AGNI FOUNDATION,6544,"24333414 , 9445024409 ",Vijayakumar R ,"Agni Business Center, K.B.Dasan Road, Alwarpet, Chennai, Tamil Nadu 600018",80.25014,13.03532
AGNI SIRAGUGAL CHARITABLE TRUST,7308,8190076323 ,,"West Raja Street, Kancheepuram, Tamil Nadu 631502",79.70324,12.83783
Agrasar,4835,9810891859 ,Prerit Rana ,"South City 1, Signature Tower, Gurugram, Haryana 122001",77.0581,28.46678
AGRICULTURAL DEVELOPMENT TRUST BARAMATI,8950,"254256 , 254256 ",Nilesh Nalawade ,"Shardanagar, Malegaon colony, Baramati, pune, Maharashtra 413115",74.51195,18.11708
AHEAD,5017,9831121749 ,Paroma Banerjee ,"Shree Baijnath Jalan Bhavan, PGM Shah Road, Kolkata, West Bengal 700095",88.35575,22.49786
Ahvaan Trust,8724,"43065221 , 8800722655 ",Sayantani Gaddam ,"Himalaya House, Kasturba Gandhi Marg, New Delhi 110001",77.22482,28.62395
AIDE ET ACTION (INDIA),1297,"28365516 , 28365520 ",Aishwarya Mahajan ,"Dev nagar,Tonk Road, Jaipur, Rajasthan 302015",75.79646,26.86598
Akar Samajik Sanstha,10623,"8898468852 , 8433708007 ",,"BMC Colony, Mount Merry School, Malavani Malad West, Mumbai, Maharashtra 400095",72.80899,19.19075
Akhanda Seva for International Shanti,311,9945100945 ,Tracy Kunichika ,"Sharadaniketan Road, Roopa Nagar, MK Halli Post, Mysore, Karnataka 570026",76.53603,12.28335
Akhil Sanskritik Sansthan,7754,9415173630 ,,"Bantla,Waltarganj Govindnagar , Basti,Uttar Pradesh 272185",82.67505,26.72999
AKSHAR FOUNDATION,10907,"9706006555 , 9435049550 ",Parmita Sarma ,"Basisthapur, Beltola Road, Guwahati, Assam 781028",91.79846,26.12019
AKSHAYA AAHARA FOUNDATION (R),10383,"9148987375 , 2570969 ",Vishwanath A ,"Moksha Marga, Siddhartha Layout, Mysuru, Karnataka 570011",76.68342,12.30561
AL- FAROOQUE EDUCATIONAL TRUST,12917,9437867786 ,Mohammad Tohidur Raheman ,"Mahmoodabad, Goudagopa, Kendrapara, Odisha 754211",86.41893,20.5094
ALDU FOUNDATION,12523,8248355154 ,,"Priya Nagar, Kancheepuram, Chennai, Tamil Nadu 603211",80.04702,12.87261
All India Pickleball Association,2061,"26864839 , 26864839 ",,"Dhavalgiri, Sonawala Road, Goregaon East, Mumbai, Maharashtra 400063",72.85184,19.15281
"ALL INDIA WOMEN'S CONFERENCE BOMBAY
BRANCH",7941,"26206154 , 26608606 ",Mrs. Sheela Kakde ,"Savitri Sadan, N S 12th Road,JVPD Scheme, Juhu, Mumbai, Maharashtra 400049",72.82821,19.11065
"All J&K Pasmanda Tabka Development Welfare
Society",7682,9596745929 ,Ms.Sabreena ,"Firdous Abad, New City Hospital, Batamaloo, Jammu and Kashmir 190009",74.79228,34.07343
ALTERNATIVE FOR RURAL MOVEMENT,6886,"253424 , 9040127260 ",Rajendra Rana ,"Parulia, Asti, Balasore, Baleswar, Odisha 756026",87.28745,21.6784
Amar Seva Sangam,314,"249170 , 249180 ",Rajeshwaran R ,"Sulochana Gardens, Tenkasi Road, Ayikudy, Tirunelveli, Tamil Nadu 627852",77.35463,9.01186
Amar Trishala Seva Ashram,11828,9835442595 ,,"SIRKHIRIYA, SITAMARHI, Bihar 843117",85.80776,26.56213
"AMARA SABAI KAILASPUR NANDAKUMARPUR
JOUTHA SANSTHA",5007,"9434245953 , 7980200170 ",SATYA NARAYAN BARMAN ,"SRINAGAR WEST, PANCHASAYAR, KOLKATA, West Bengal 700094",88.40413,22.47066
"Amba Angels Parents Association for Special
Children",9060,8690775839 ,Devanshu Ganatra ,"Sanatan-1, Sector 4, Amba School, Trimandir, Adalaj, Gandhinagar, Gujarat 382421",72.58429,23.16922
Amcha Ghar,893,"28451022 , 28451022 ",Kavita Shetty ,"Deep Sagar, Light House Road, Mothagaon, Uttan, Bhayander West, Thane, Maharashtra 401106",72.81043,19.29296
AMDAVAD JILLA GRAMODHYOG SANGH,10564,9825763824 ,Chintan ,"Shayona Darshan Bunglows, New Gujarat High Court Ghatlodia, Ahmedabad, Gujarat 380061",72.54311,23.06951
